Song Name ,Lyrics ,Composer,Lyricist ,Star,Album ,Year,Metaphor,Source Domain ,Target Domain ,Type of Metaphor ,Interpretation
வான் நிலா,வான் நிலா தரும் ஒளி இவள் விழி தேன் பலா தரும் சுவை இவள் மொழி தமிழ்தானோ  பாற்புகழ் நைல் நதி இவள் நடை தாமரை மலர்கொடி இவள் இடை தமிழ் பெண்ணோ  உன் அழகினை பாட என் தமிழ் மொழி போதாது நான் உவமைகள் சொன்னால் அது முழுமையென்றாகாது  நீ ஒரே ஒருதரம் பிறந்தவள் அவன் படைப்பினில் மிக சிறந்தவள் ஓஹோஹோ ஹோ ஓஓ ஓஓ  சிலு சிலுவென விழும் புது பனி துளியோ மழை எழுதும் முதல் கவியோ தம் தம் தம் சங் சங்கீதம் கொலுசோடு ஜல் நீலம் தொயித்த அந்த ஆகாயம் உந்தன் மேலாடும் நூலாடையோ  ஒரு சரம் சிரிக்கையில் தெரிக்கையில் புது புது கவிதைகள் புறப்படும் புலப்படும்  ரதியே ரதம்போல் நடந்தேன் நீ வரும் வழி எங்கும் குறுஞ்சி மலர்போல் குலுங்கும் கூர் நெருஞ்சி முள் என்றும்  நதிக்குள் குதிக்கும் மீன்கள் உன் நீள் விழி கண்டு நிலத்தில் வாழும் மீனோ என வியர்ப்பது உண்டு  வான் நிலா தரும் ஒளி இவள் விழி தேன் பலா தரும் சுவை இவள் மொழி தமிழ்தானோ பாற்புகழ் நைல் நதி இவள் நடை தாமரை மலர்கொடி இவள் இடை தமிழ் பெண்ணோ  தினம் தினம் மனதினில் முதல் முகமெழுதி ரசித்திருப்பேன் உயிர் தழுவி  கா தல் தே வி என் நெஞ்சம் உன் கோயில் தான் காதல் என்னும் அந்த ஒர் தீபம் எந்தன் எண்ணங்கள் ஏற்றதோ  இடி மின்னல் மழையிலும் அடிகின்ற புயலிலும் உயிர் உள்ள வரையிலும் ஒளி விடும் விளக்கிது  என்னை தான் கணம் நீ பிரிந்தால் நீர் விழிகளும் வார்க்கும் உன்னைதான் வருத்தும் அவள் யார் என இயற்கையும் கேட்கும்  பெண்ணை அழகாய் படைத்தால் அந்த இயற்கையும் வேலை அறிந்தும் என்னையே கேட்டாய் அட இது என்ன லீலை  வான் நிலா தரும் ஒளி இவள் விழி தேன் பலா தரும் சுவை இவள் மொழி தமிழ்தானோ  பாற்புகழ் நைல் நதி இவள் நடை தாமரை மலர்கொடி இவள் இடை தமிழ் பெண்ணோ  உன் அழகினை பாட என் தமிழ் மொழி போதாது நான் உவமைகள் சொன்னால் அது முழுமையென்றாகாது  நீ ஒரே ஒருதரம் பிறந்தவள் அவன் படைப்பினில் மிக சிறந்தவள் ஓஹோஹோ ஹோ ஓஓ ஓஓ,ஏ. ஆர். ரஹ்மான்,வாலி,ரிச்சர்ட்,காதல் வைரஸ்,2002,ரதம்போல் நடந்தேன்,ரதம் ,ஆண் ,குணம் சார்,ஆணின் குணம்/ நடை சார் விபரிப்பு 
வான் நிலா,வான் நிலா தரும் ஒளி இவள் விழி தேன் பலா தரும் சுவை இவள் மொழி தமிழ்தானோ  பாற்புகழ் நைல் நதி இவள் நடை தாமரை மலர்கொடி இவள் இடை தமிழ் பெண்ணோ  உன் அழகினை பாட என் தமிழ் மொழி போதாது நான் உவமைகள் சொன்னால் அது முழுமையென்றாகாது  நீ ஒரே ஒருதரம் பிறந்தவள் அவன் படைப்பினில் மிக சிறந்தவள் ஓஹோஹோ ஹோ ஓஓ ஓஓ  சிலு சிலுவென விழும் புது பனி துளியோ மழை எழுதும் முதல் கவியோ தம் தம் தம் சங் சங்கீதம் கொலுசோடு ஜல் நீலம் தொயித்த அந்த ஆகாயம் உந்தன் மேலாடும் நூலாடையோ  ஒரு சரம் சிரிக்கையில் தெரிக்கையில் புது புது கவிதைகள் புறப்படும் புலப்படும்  ரதியே ரதம்போல் நடந்தேன் நீ வரும் வழி எங்கும் குறுஞ்சி மலர்போல் குலுங்கும் கூர் நெருஞ்சி முள் என்றும்  நதிக்குள் குதிக்கும் மீன்கள் உன் நீள் விழி கண்டு நிலத்தில் வாழும் மீனோ என வியர்ப்பது உண்டு  வான் நிலா தரும் ஒளி இவள் விழி தேன் பலா தரும் சுவை இவள் மொழி தமிழ்தானோ பாற்புகழ் நைல் நதி இவள் நடை தாமரை மலர்கொடி இவள் இடை தமிழ் பெண்ணோ  தினம் தினம் மனதினில் முதல் முகமெழுதி ரசித்திருப்பேன் உயிர் தழுவி  கா தல் தே வி என் நெஞ்சம் உன் கோயில் தான் காதல் என்னும் அந்த ஒர் தீபம் எந்தன் எண்ணங்கள் ஏற்றதோ  இடி மின்னல் மழையிலும் அடிகின்ற புயலிலும் உயிர் உள்ள வரையிலும் ஒளி விடும் விளக்கிது  என்னை தான் கணம் நீ பிரிந்தால் நீர் விழிகளும் வார்க்கும் உன்னைதான் வருத்தும் அவள் யார் என இயற்கையும் கேட்கும்  பெண்ணை அழகாய் படைத்தால் அந்த இயற்கையும் வேலை அறிந்தும் என்னையே கேட்டாய் அட இது என்ன லீலை  வான் நிலா தரும் ஒளி இவள் விழி தேன் பலா தரும் சுவை இவள் மொழி தமிழ்தானோ  பாற்புகழ் நைல் நதி இவள் நடை தாமரை மலர்கொடி இவள் இடை தமிழ் பெண்ணோ  உன் அழகினை பாட என் தமிழ் மொழி போதாது நான் உவமைகள் சொன்னால் அது முழுமையென்றாகாது  நீ ஒரே ஒருதரம் பிறந்தவள் அவன் படைப்பினில் மிக சிறந்தவள் ஓஹோஹோ ஹோ ஓஓ ஓஓ,ஏ. ஆர். ரஹ்மான்,வாலி,ரிச்சர்ட்,காதல் வைரஸ்,2002,குறுஞ்சி மலர்போல் குலுங்கும்,குறிஞ்சி மலர் ,பெண் ,குணம் சார்,பெண் சார் வர்ணணை 
ஏதோ ஏதோ ஒன்று,ஆஆ ஆஆ ஆஆஹா ஓஹோஓஓஓஓ ஓஓஓஹ்ம்ம்  ஏதோ ஏதோ ஒன்று எனக்குள்ளே நுழைந்து ஆயுள் ரேகை நீள செய்கிறதே  காதல் ரேகை ஒன்று இதயத்தை திறந்து செல்லமாக மிரட்டி செல்கிறதே  உயிரே இதயம். உனக்கே உனக்கே  உன்னை போல் ஒரு பெண்ணின் அருகிலே மௌனம் கொல்வது கஷ்டம் நாம் பேசிகொள்ளாத நிமிஷம் எல்லாமே நஷ்டம்  சொற்கள் என்பதில் மிஞ்சும் மொத்தமும் மௌனம் என்பதில் உள்ளது உள்ளது மௌன மிஞ்சினால் பேசி விடுவதே நல்லது  சூரியனை போலே என் முன்பு வந்தாய் பனி துளி போலே பணிந்து விட்டேனே  உயிரே இதயம். உனக்கே உனக்கே  கனவாய் இருந்தால் எதிலே இருப்போம் நிஜமாய் இருந்தால். இன்னும் கேட்போம்  கனவாய் இருந்தால் எதிலே இருப்போம் நிஜமாய் இருந்தால்.இன்னும் கேட்போம் கனவாய் இருந்தால் நிஜமாய் இருந்தால்  ஏதோ ஏதோ ஒன்று எனக்குள்ளே நுழைந்து ஆயுள் ரேகை நீள செய்கிறதே  காதல் ரேகை ஒன்று இதயத்தை திறந்து செல்லமாக மிரட்டி செல்கிறதே  உள்ளே போகிற சுவாசம் என்பது வெளியில் வருவது நியாயம் நியாயம் வெளி வரும் சுவாசம் வாசம் தருவதே மாயம்  கண்கள் காண்கிற கனவு என்பது கருப்பு வெள்ளையில் தோன்றும் தோன்றும் வண்ணமாக அது மாறிவிட்டதே மாயம்  போதி மரம் போலே உந்தன் கண்கள் பார்க்க உந்தன் பார்வையாலே ஞானம் அடைந்தேனே  உயிரே இதயம். உனக்கே உனக்கே  ஏதோ ஏதோ ஒன்று எனக்குள்ளே நுழைந்து ஆயுள் ரேகை நீள செய்கிறதே  காதல் ரேகை ஒன்று இதயத்தை திறந்து செல்லமாக மிரட்டி செல்கிறதே  ஆஆ ஆஆ ஆஆ ஆஹா ஆஆ ஆஆ,ஏ. ஆர். ரஹ்மான்,பா விஜய்,தருண் குமார்,எனக்கு 20 உனக்கு 18,2003,சூரியனை போலேஎன் முன்பு வந்தாய் பனிதுளி போலே பணிந்துவிட்டேனே,சூரியன் ,பெண் ,குணம் சார்,காதலி வரவு பற்றிய வர்ணணை  
ஏதோ ஏதோ ஒன்று,ஆஆ ஆஆ ஆஆஹா ஓஹோஓஓஓஓ ஓஓஓஹ்ம்ம்  ஏதோ ஏதோ ஒன்று எனக்குள்ளே நுழைந்து ஆயுள் ரேகை நீள செய்கிறதே  காதல் ரேகை ஒன்று இதயத்தை திறந்து செல்லமாக மிரட்டி செல்கிறதே  உயிரே இதயம். உனக்கே உனக்கே  உன்னை போல் ஒரு பெண்ணின் அருகிலே மௌனம் கொல்வது கஷ்டம் நாம் பேசிகொள்ளாத நிமிஷம் எல்லாமே நஷ்டம்  சொற்கள் என்பதில் மிஞ்சும் மொத்தமும் மௌனம் என்பதில் உள்ளது உள்ளது மௌன மிஞ்சினால் பேசி விடுவதே நல்லது  சூரியனை போலே என் முன்பு வந்தாய் பனி துளி போலே பணிந்து விட்டேனே  உயிரே இதயம். உனக்கே உனக்கே  கனவாய் இருந்தால் எதிலே இருப்போம் நிஜமாய் இருந்தால். இன்னும் கேட்போம்  கனவாய் இருந்தால் எதிலே இருப்போம் நிஜமாய் இருந்தால்.இன்னும் கேட்போம் கனவாய் இருந்தால் நிஜமாய் இருந்தால்  ஏதோ ஏதோ ஒன்று எனக்குள்ளே நுழைந்து ஆயுள் ரேகை நீள செய்கிறதே  காதல் ரேகை ஒன்று இதயத்தை திறந்து செல்லமாக மிரட்டி செல்கிறதே  உள்ளே போகிற சுவாசம் என்பது வெளியில் வருவது நியாயம் நியாயம் வெளி வரும் சுவாசம் வாசம் தருவதே மாயம்  கண்கள் காண்கிற கனவு என்பது கருப்பு வெள்ளையில் தோன்றும் தோன்றும் வண்ணமாக அது மாறிவிட்டதே மாயம்  போதி மரம் போலே உந்தன் கண்கள் பார்க்க உந்தன் பார்வையாலே ஞானம் அடைந்தேனே  உயிரே இதயம். உனக்கே உனக்கே  ஏதோ ஏதோ ஒன்று எனக்குள்ளே நுழைந்து ஆயுள் ரேகை நீள செய்கிறதே  காதல் ரேகை ஒன்று இதயத்தை திறந்து செல்லமாக மிரட்டி செல்கிறதே  ஆஆ ஆஆ ஆஆ ஆஹா ஆஆ ஆஆ,ஏ. ஆர். ரஹ்மான்,பா விஜய்,தருண் குமார்,எனக்கு 20 உனக்கு 19,2003,சூரியனை போலேஎன் முன்பு வந்தாய் பனிதுளி போலே பணிந்துவிட்டேனே,பனித்துளி ,ஆண் ,குணம் சார்,காதலி வரவின் பின் காதலன் நிலை 
ஏதோ ஏதோ ஒன்று,ஆஆ ஆஆ ஆஆஹா ஓஹோஓஓஓஓ ஓஓஓஹ்ம்ம்  ஏதோ ஏதோ ஒன்று எனக்குள்ளே நுழைந்து ஆயுள் ரேகை நீள செய்கிறதே  காதல் ரேகை ஒன்று இதயத்தை திறந்து செல்லமாக மிரட்டி செல்கிறதே  உயிரே இதயம். உனக்கே உனக்கே  உன்னை போல் ஒரு பெண்ணின் அருகிலே மௌனம் கொல்வது கஷ்டம் நாம் பேசிகொள்ளாத நிமிஷம் எல்லாமே நஷ்டம்  சொற்கள் என்பதில் மிஞ்சும் மொத்தமும் மௌனம் என்பதில் உள்ளது உள்ளது மௌன மிஞ்சினால் பேசி விடுவதே நல்லது  சூரியனை போலே என் முன்பு வந்தாய் பனி துளி போலே பணிந்து விட்டேனே  உயிரே இதயம். உனக்கே உனக்கே  கனவாய் இருந்தால் எதிலே இருப்போம் நிஜமாய் இருந்தால். இன்னும் கேட்போம்  கனவாய் இருந்தால் எதிலே இருப்போம் நிஜமாய் இருந்தால்.இன்னும் கேட்போம் கனவாய் இருந்தால் நிஜமாய் இருந்தால்  ஏதோ ஏதோ ஒன்று எனக்குள்ளே நுழைந்து ஆயுள் ரேகை நீள செய்கிறதே  காதல் ரேகை ஒன்று இதயத்தை திறந்து செல்லமாக மிரட்டி செல்கிறதே  உள்ளே போகிற சுவாசம் என்பது வெளியில் வருவது நியாயம் நியாயம் வெளி வரும் சுவாசம் வாசம் தருவதே மாயம்  கண்கள் காண்கிற கனவு என்பது கருப்பு வெள்ளையில் தோன்றும் தோன்றும் வண்ணமாக அது மாறிவிட்டதே மாயம்  போதி மரம் போலே உந்தன் கண்கள் பார்க்க உந்தன் பார்வையாலே ஞானம் அடைந்தேனே  உயிரே இதயம். உனக்கே உனக்கே  ஏதோ ஏதோ ஒன்று எனக்குள்ளே நுழைந்து ஆயுள் ரேகை நீள செய்கிறதே  காதல் ரேகை ஒன்று இதயத்தை திறந்து செல்லமாக மிரட்டி செல்கிறதே  ஆஆ ஆஆ ஆஆ ஆஹா ஆஆ ஆஆ,ஏ. ஆர். ரஹ்மான்,பா விஜய்,தருண் குமார்,எனக்கு 20 உனக்கு 20,2003,போதி மரம் போலே உந்தன் கண்கள்,போதி மரம் ,பெண்ணின் கண்கள் ,குணம் சார்,பெண்ணின் உடல்/ கண் சார் வர்ணணை 
மார்கண்டேயா,மார்கண்டேயா நீ வருவாயா மார்கண்டேயா நீ வருவாயா  கும்பக்கோணம் சந்தையிலே குண்டுமல்லி வாங்கயிலே நான் பச்ச கொடி காட்டயிலே என் மச்சான் வந்து பார்த்ததென்ன  ஹே மேனியடி உந்தன் மேனியடி மேளம் போலே மேனியடி சொர்க்கம் போகும் ஏணிப்படி சேலை கட்டி நிக்குதடி  அட டடா கோவக்காய பாத்திருக்கேன் பாவக்காய பாத்திருக்கேன் ஆடை கட்டி ஆடுகிற ஆவக்காய பாத்ததில்லே  அட கார சாரம் உள்ளதடா கஞ்சிக்கிது நல்லதடா கொஞ்ச கொஞ்சம் தொட்டுக்கடா ஹே ஹே ஹே ஹே  பூசைக்கின்னு முழு பூசணிக்கா பூசைக்கின்னு பூசணிக்கா வேணும்முன்னு நாள் கணக்கா நின்னு நின்னே கால் வலிக்க இன்று நானே கண்டெடுத்தேன்  எண்ணம் போல மாட்டிகிச்சு மாட்டிகிச்சு வந்திருக்கேன் பூசாரி நான் பூசாரி நான் வந்திருக்கேன் பூசாரி நான்  வந்திருக்கேன் பூசாரி நான் மந்திரிக்க ஆசை பட்டு தட்டடுமா பம்பை அத்தான் கட்டடுமா ரம்பையதான்  ஆண் ஒன்னும் பெண் ஒன்னும் நெருங்கி வர ஆசைகள் நெஞ்சினில் ஒட்டாதா  ஆதியும் அந்தமும் கிலுகிலுக்க ஆனந்தம் பால் மழை கொட்டாதா  ஹே கொல்லுனு கொல்லுனு கொல்லுறியே என்ன நீ மெல்லுறியே மார்கண்டேயா நீ வருவாயா மார்கண்டேயா நீ வருவாயா ஆஆஆ ஆஆஆ ஆஆஆ  ஹே மேனியடி உந்தன் மேனியடி மேளம் போலே மேனியடி சொர்க்கம் போகும் ஏணிப்படி சேலை கட்டி நிக்குதடி  மார்கண்டேயா நீ வருவாயா ஓ ஹா,ஏ. ஆர். ரஹ்மான்,வாலி,ஸ். ஜே. சூர்யா,நியூ,2004,மேளம் போலே மேனியடி,மேளம் ,மேனி ,குணம் சார்,காதலியின் உடல் சார் விபரிப்பு 
மார்கண்டேயா,மார்கண்டேயா நீ வருவாயா மார்கண்டேயா நீ வருவாயா  கும்பக்கோணம் சந்தையிலே குண்டுமல்லி வாங்கயிலே நான் பச்ச கொடி காட்டயிலே என் மச்சான் வந்து பார்த்ததென்ன  ஹே மேனியடி உந்தன் மேனியடி மேளம் போலே மேனியடி சொர்க்கம் போகும் ஏணிப்படி சேலை கட்டி நிக்குதடி  அட டடா கோவக்காய பாத்திருக்கேன் பாவக்காய பாத்திருக்கேன் ஆடை கட்டி ஆடுகிற ஆவக்காய பாத்ததில்லே  அட கார சாரம் உள்ளதடா கஞ்சிக்கிது நல்லதடா கொஞ்ச கொஞ்சம் தொட்டுக்கடா ஹே ஹே ஹே ஹே  பூசைக்கின்னு முழு பூசணிக்கா பூசைக்கின்னு பூசணிக்கா வேணும்முன்னு நாள் கணக்கா நின்னு நின்னே கால் வலிக்க இன்று நானே கண்டெடுத்தேன்  எண்ணம் போல மாட்டிகிச்சு மாட்டிகிச்சு வந்திருக்கேன் பூசாரி நான் பூசாரி நான் வந்திருக்கேன் பூசாரி நான்  வந்திருக்கேன் பூசாரி நான் மந்திரிக்க ஆசை பட்டு தட்டடுமா பம்பை அத்தான் கட்டடுமா ரம்பையதான்  ஆண் ஒன்னும் பெண் ஒன்னும் நெருங்கி வர ஆசைகள் நெஞ்சினில் ஒட்டாதா  ஆதியும் அந்தமும் கிலுகிலுக்க ஆனந்தம் பால் மழை கொட்டாதா  ஹே கொல்லுனு கொல்லுனு கொல்லுறியே என்ன நீ மெல்லுறியே மார்கண்டேயா நீ வருவாயா மார்கண்டேயா நீ வருவாயா ஆஆஆ ஆஆஆ ஆஆஆ  ஹே மேனியடி உந்தன் மேனியடி மேளம் போலே மேனியடி சொர்க்கம் போகும் ஏணிப்படி சேலை கட்டி நிக்குதடி  மார்கண்டேயா நீ வருவாயா ஓ ஹா,ஏ. ஆர். ரஹ்மான்,வாலி,ஸ். ஜே. சூர்யா,நியூ,2004,ஆடை கட்டி ஆடுகிற ஆவக்காய பாத்ததில்லே,ஆவக்காய் ,பெண் ,குணம் சார்,பெண்ணின் உடல் சார் வர்ணணை 
மயிலிறகே மயிலிறகே,ம்ம்ம்ம் ம்ம்ம்ம் ம்ம்ம்ம் ம்ம்ம்ம் ம்ம்ம்ம் ம்ம்ம்ம்  மயிலிறகே மயிலிறகே வருடுகிறாய் மெல்ல மழை நிலவே மழை நிலவே விழியில் எல்லாம் உன் உலா  உயிரை தொடர்ந்து வரும் நீதானே மெய் எழுத்து நான் போடும் கை எழுத்து அன்பே  உலக மொழியில் வரும் எல்லாமே நேர் எழுத்து காதல்தான் கள் எழுத்து அன்பே  மயிலிறகாய் மயிலிறகாய் வருடுகிறாய் மெல்ல  மழை நிலவே மழை நிலவே விழியில் எல்லாம் உன் உலா  மதுரை பதியை மறந்து உன் மடியினில் பாய்ந்தது வைகை மெதுவா மெதுவா மெதுவா இந்த வைகையில் வைத்திடு கை  பொதிகை மலையை பிரித்து என் பார்வையில் நீந்துது தென்றல் அதை நான் அதை நான் பிடித்து மெல்ல அடைத்தேன் மனசிறையில்  ஓர் இலக்கியம் நம் காதல் வான் உள்ள வரை வாழும் பாடல்  மயிலிறகாய் மயிலிறகாய் வருடுகிறாய் மெல்ல மழை நிலவாய் மழை நிலவாய் விழியில் எல்லாம் உன் உலா  உயிரை தொடர்ந்து வரும் நீ தானே மெய் எழுத்து நான் போடும் கை எழுத்து அன்பே  உலக மொழியில் வரும் எல்லாமே நேர் எழுத்து காதல்தான் கள் எழுத்து அன்பே  தமிழா தமிழா தமிழா உன் தமிழ் இங்கு சேலையில் வருதா அமிர்தாய் அமிர்தாய் அமிர்தாய் கவி ஆற்றிட நீ வருவாய்  ஒன்றாய் இரண்டாய் மூன்றாய் அந்த வள்ளுவன் தந்தது முப்பால் உனக்கும் எனக்கும் விருப்பம் அந்த மூன்றாம் பால் அல்லவா  பால் விளக்கங்கள் நீ கூறு ஊர் உறங்கட்டும் உரைப்பேன் கேளு  மயிலிறகே மயிலிறகே வருடுகிறாய் மெல்ல மழை நிலவே மழை நிலவே விழியில் எல்லாம் உன் உலா  உயிரை தொடர்ந்து வரும் நீதானே மெய் எழுத்து நான் போடும் கை எழுத்து அன்பே  உலக மொழியில் வரும் எல்லாமே நேர் எழுத்து காதல்தான் கள் எழுத்து அன்பே  மயிலிறகாய் மயிலிறகாய் வருடுகிறாய் மெல்ல  வருடுகிறாய் மெல்ல வருடுகிறாய் மெல்ல வருடுகிறாய் மெல்ல வருடுகிறாய் மெல்ல,ஏ. ஆர். ரஹ்மான்,வாலி,ஸ். ஜே. சூர்யா,அன்பே ஆருயிரே,2005,மயிலிறகே,மயிலிறகு ,பெண் ,குணம் சார்,பெண் சார் வர்ணணை 
மயிலிறகே மயிலிறகே,ம்ம்ம்ம் ம்ம்ம்ம் ம்ம்ம்ம் ம்ம்ம்ம் ம்ம்ம்ம் ம்ம்ம்ம்  மயிலிறகே மயிலிறகே வருடுகிறாய் மெல்ல மழை நிலவே மழை நிலவே விழியில் எல்லாம் உன் உலா  உயிரை தொடர்ந்து வரும் நீதானே மெய் எழுத்து நான் போடும் கை எழுத்து அன்பே  உலக மொழியில் வரும் எல்லாமே நேர் எழுத்து காதல்தான் கள் எழுத்து அன்பே  மயிலிறகாய் மயிலிறகாய் வருடுகிறாய் மெல்ல  மழை நிலவே மழை நிலவே விழியில் எல்லாம் உன் உலா  மதுரை பதியை மறந்து உன் மடியினில் பாய்ந்தது வைகை மெதுவா மெதுவா மெதுவா இந்த வைகையில் வைத்திடு கை  பொதிகை மலையை பிரித்து என் பார்வையில் நீந்துது தென்றல் அதை நான் அதை நான் பிடித்து மெல்ல அடைத்தேன் மனசிறையில்  ஓர் இலக்கியம் நம் காதல் வான் உள்ள வரை வாழும் பாடல்  மயிலிறகாய் மயிலிறகாய் வருடுகிறாய் மெல்ல மழை நிலவாய் மழை நிலவாய் விழியில் எல்லாம் உன் உலா  உயிரை தொடர்ந்து வரும் நீ தானே மெய் எழுத்து நான் போடும் கை எழுத்து அன்பே  உலக மொழியில் வரும் எல்லாமே நேர் எழுத்து காதல்தான் கள் எழுத்து அன்பே  தமிழா தமிழா தமிழா உன் தமிழ் இங்கு சேலையில் வருதா அமிர்தாய் அமிர்தாய் அமிர்தாய் கவி ஆற்றிட நீ வருவாய்  ஒன்றாய் இரண்டாய் மூன்றாய் அந்த வள்ளுவன் தந்தது முப்பால் உனக்கும் எனக்கும் விருப்பம் அந்த மூன்றாம் பால் அல்லவா  பால் விளக்கங்கள் நீ கூறு ஊர் உறங்கட்டும் உரைப்பேன் கேளு  மயிலிறகே மயிலிறகே வருடுகிறாய் மெல்ல மழை நிலவே மழை நிலவே விழியில் எல்லாம் உன் உலா  உயிரை தொடர்ந்து வரும் நீதானே மெய் எழுத்து நான் போடும் கை எழுத்து அன்பே  உலக மொழியில் வரும் எல்லாமே நேர் எழுத்து காதல்தான் கள் எழுத்து அன்பே  மயிலிறகாய் மயிலிறகாய் வருடுகிறாய் மெல்ல  வருடுகிறாய் மெல்ல வருடுகிறாய் மெல்ல வருடுகிறாய் மெல்ல வருடுகிறாய் மெல்ல,ஏ. ஆர். ரஹ்மான்,வாலி,ஸ். ஜே. சூர்யா,அன்பே ஆருயிரே,2005,நான் போடும் கை எழுத்து,நான் போடும் கையெழுத்து ,பெண் ,குணம் சார்,காதலி சார் விபரிப்பு 
மயிலிறகே மயிலிறகே,ம்ம்ம்ம் ம்ம்ம்ம் ம்ம்ம்ம் ம்ம்ம்ம் ம்ம்ம்ம் ம்ம்ம்ம்  மயிலிறகே மயிலிறகே வருடுகிறாய் மெல்ல மழை நிலவே மழை நிலவே விழியில் எல்லாம் உன் உலா  உயிரை தொடர்ந்து வரும் நீதானே மெய் எழுத்து நான் போடும் கை எழுத்து அன்பே  உலக மொழியில் வரும் எல்லாமே நேர் எழுத்து காதல்தான் கள் எழுத்து அன்பே  மயிலிறகாய் மயிலிறகாய் வருடுகிறாய் மெல்ல  மழை நிலவே மழை நிலவே விழியில் எல்லாம் உன் உலா  மதுரை பதியை மறந்து உன் மடியினில் பாய்ந்தது வைகை மெதுவா மெதுவா மெதுவா இந்த வைகையில் வைத்திடு கை  பொதிகை மலையை பிரித்து என் பார்வையில் நீந்துது தென்றல் அதை நான் அதை நான் பிடித்து மெல்ல அடைத்தேன் மனசிறையில்  ஓர் இலக்கியம் நம் காதல் வான் உள்ள வரை வாழும் பாடல்  மயிலிறகாய் மயிலிறகாய் வருடுகிறாய் மெல்ல மழை நிலவாய் மழை நிலவாய் விழியில் எல்லாம் உன் உலா  உயிரை தொடர்ந்து வரும் நீ தானே மெய் எழுத்து நான் போடும் கை எழுத்து அன்பே  உலக மொழியில் வரும் எல்லாமே நேர் எழுத்து காதல்தான் கள் எழுத்து அன்பே  தமிழா தமிழா தமிழா உன் தமிழ் இங்கு சேலையில் வருதா அமிர்தாய் அமிர்தாய் அமிர்தாய் கவி ஆற்றிட நீ வருவாய்  ஒன்றாய் இரண்டாய் மூன்றாய் அந்த வள்ளுவன் தந்தது முப்பால் உனக்கும் எனக்கும் விருப்பம் அந்த மூன்றாம் பால் அல்லவா  பால் விளக்கங்கள் நீ கூறு ஊர் உறங்கட்டும் உரைப்பேன் கேளு  மயிலிறகே மயிலிறகே வருடுகிறாய் மெல்ல மழை நிலவே மழை நிலவே விழியில் எல்லாம் உன் உலா  உயிரை தொடர்ந்து வரும் நீதானே மெய் எழுத்து நான் போடும் கை எழுத்து அன்பே  உலக மொழியில் வரும் எல்லாமே நேர் எழுத்து காதல்தான் கள் எழுத்து அன்பே  மயிலிறகாய் மயிலிறகாய் வருடுகிறாய் மெல்ல  வருடுகிறாய் மெல்ல வருடுகிறாய் மெல்ல வருடுகிறாய் மெல்ல வருடுகிறாய் மெல்ல,ஏ. ஆர். ரஹ்மான்,வாலி,ஸ். ஜே. சூர்யா,அன்பே ஆருயிரே,2005,மழை நிலவே,மழை நிலவு ,பெண் ,குணம் சார்,பெண் சார் வர்ணணை 
